URL: /
Timestamp: Sat Feb 17 2024 14:47:15 GMT-0500 (Eastern Standard Time)

URL: /favicon.ico
Timestamp: Sat Feb 17 2024 14:47:15 GMT-0500 (Eastern Standard Time)

URL: /
Timestamp: Sat Feb 17 2024 15:09:21 GMT-0500 (Eastern Standard Time)

URL: /favicon.ico
Timestamp: Sat Feb 17 2024 15:09:22 GMT-0500 (Eastern Standard Time)

URL: /documentation
Timestamp: Sat Feb 17 2024 15:09:29 GMT-0500 (Eastern Standard Time)

URL: /favicon.ico
Timestamp: Sat Feb 17 2024 15:09:29 GMT-0500 (Eastern Standard Time)

::1 - - [24/Apr/2024:22:45:08 +0000] "GET /users HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:22:49:19 +0000] "GET /users HTTP/1.1" 200 58 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:22:54:51 +0000] "GET /Fearless HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:22:55:05 +0000] "GET /movies HTTP/1.1" 200 4630 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:22:55:10 +0000] "GET /movies/Fearless HTTP/1.1" 200 447 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:22:55:20 +0000] "GET /movies/Fearless/director HTTP/1.1" 200 102 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:23:11:38 +0000] "GET /users HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:23:11:43 +0000] "GET /users/john HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:23:12:07 +0000] "GET /users/ HTTP/1.1" 200 58 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:23:13:34 +0000] "GET /users/ HTTP/1.1" 200 65 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
